station_id,r2,resid_sd,rain_mm_coef,rain_mm_lo,rain_mm_hi,rain_mm_p,event_intensity_coef,event_intensity_lo,event_intensity_hi,event_intensity_p,temperature_c_coef,temperature_c_lo,temperature_c_hi,temperature_c_p,trend_days_coef,trend_days_lo,trend_days_hi,trend_days_p,is_friday_coef,is_friday_lo,is_friday_hi,is_friday_p,is_sunday_coef,is_sunday_lo,is_sunday_hi,is_sunday_p,is_holiday_coef,is_holiday_lo,is_holiday_hi,is_holiday_p,r2_base,r2_rain_mm,r2_rain_forecast,r2_ambas
02300,0.9637967558810063,0.16884378033689415,-0.10368950612717057,-0.11372069169423817,-0.09365832056010297,4.00927886251953e-87,0.09521810274565423,0.05871521263014342,0.13172099286116504,3.295913463956831e-07,-0.0025197246459729592,-0.009787962095853048,0.00474851280390713,0.49675008418045824,0.0004587050534028553,6.848549933385423e-05,0.0008489246074718563,0.02123709539533553,-0.01117417931133613,-0.026868878608458845,0.004520519985786585,0.16283530009694608,0.024086640019968852,0.005227849953272773,0.04294543008666493,0.012317406872050867,0.013890487081410545,-0.011600518817725409,0.039381492980546495,0.2854334332737781,0.9600145534182628,0.9636769614929173,0.9621746200196425,0.9637111420301323
03000,0.9611087430651397,0.14971336024327817,-0.05784240305355058,-0.06673703035621471,-0.04894777575088645,1.5245651372214e-36,0.11251939547419354,0.08015237356269637,0.1448864173856907,1.0753463039204597e-11,-0.000553342943366743,-0.006998071019795688,0.005891385133062202,0.8663307396951557,0.00047604213558562203,0.00013003542716120698,0.0008220488440100371,0.007017928511372242,-0.015270318665672578,-0.029186769512080345,-0.0013538678192648104,0.03151270856362945,0.01932706064059103,0.0026050183754032473,0.03604910290577881,0.023505511528754332,0.013280263480594565,-0.009322548074122552,0.035883075035311685,0.24942341573028637,0.9593825597693618,0.9609541601269352,0.9603792157894563,0.960957585782533
05000,0.9628238481206213,0.1462498971861124,-0.039163657835706744,-0.04785251717604623,-0.030474798495367262,1.4323694831549632e-18,0.0781547862280616,0.046536541743500706,0.1097730307126225,1.305360554698001e-06,-0.004578032732508744,-0.01087366872009592,0.0017176032550784313,0.15404320989186535,-6.366850910342892e-05,-0.00040167071178291795,0.0002743336935760601,0.7119221445985827,-0.01586213111723106,-0.02945663933062949,-0.0022676229038326324,0.022213227154545122,0.006770091891353747,-0.009565103297983685,0.023105287080691178,0.41652754581619245,0.025575653718163206,0.003495734727480687,0.047655572708845725,0.02320221465310839,0.9620174004612306,0.9627180518085751,0.962463153369501,0.9627194358146102
05100,0.9511861783652087,0.13869734429269948,-0.03818793126898054,-0.04642808554344344,-0.029947776994517648,1.5623438326718193e-19,0.08836794702448203,0.05838251369713256,0.1183533803518315,8.128649526197707e-09,-0.0026040041609429734,-0.008574524543604847,0.0033665162217189,0.39255830819152915,0.00037212713552618737,5.1579847776165515e-05,0.0006926744232762092,0.022896270308039538,-0.0034026449640837675,-0.016295113420073205,0.00948982349190567,0.604879953853579,0.012051732093115164,-0.003439890361708168,0.027543354547938496,0.12728470299298525,-0.0007324486876315525,-0.021672129228455954,0.02020723185319285,0.9453291092503334,0.9500772760271803,0.9510883026711547,0.9506967339686967,0.9510933433015708
06000,0.94299718601517,0.15166299344429285,-0.053230237277783365,-0.062240694327851113,-0.04421978022771562,1.50225954064686e-30,0.07564653948105748,0.042858019979538406,0.10843505898257656,6.263393344338141e-06,0.0037047798423327635,-0.002823874316637512,0.010233434001303039,0.2659722877331817,-0.00015491254530232423,-0.0005054251052113486,0.00019560001460670022,0.38627729575034125,-0.006809821181911646,-0.02090749816983649,0.007287855806013198,0.34367892999330857,0.007991803625615579,-0.008948000426068775,0.024931607677299933,0.35505291043556253,0.005028547227550292,-0.017868608076928017,0.027925702532028602,0.666808693732386,0.9410723090968429,0.9429419678794219,0.9421041243388265,0.9429790209543912
06111,0.9659819604840912,0.16075155144451428,-0.06493142411060657,-0.07448184189630443,-0.05538100632490871,1.027123948661552e-39,0.104684026418841,0.06993062178309564,0.13943743105458636,3.798593156852123e-09,0.0033860667539107546,-0.003533823596826914,0.010305957104648423,0.3374444222519594,0.000541588155202069,0.00017007077626506344,0.0009131055341390747,0.004284279660350157,-0.0032984513832291507,-0.01824094589758772,0.01164404313112942,0.6652005357257188,0.02965011778556631,0.01169517887375756,0.04760505669737506,0.0012151057276569097,0.001132717348213609,-0.023136573104719796,0.025402007801147014,0.9270965657721848,0.9643440671776509,0.9658263187491108,0.9653323069149111,0.9658265037547034
07105,0.9601729659756328,0.1596851984022837,0.03537235573918565,0.025885291102921423,0.04485942037544988,3.1960853931943884e-13,0.32254934585429096,0.2880264795768269,0.357072212131755,4.072743353075904e-72,0.0029055393985859875,-0.003968447531244679,0.009779526328416655,0.40732607471158944,-0.00015443756941063008,-0.0005234904701904358,0.00021461533136917557,0.4120201221149549,-0.0002649022456081007,-0.01510827501376443,0.014578470522548228,0.9720903879887627,0.016126183974307207,-0.0017096499984846428,0.033962017947099056,0.07636676857411177,-0.000771931370669509,-0.024880230334098093,0.023336367592759075,0.9499485955293464,0.959579868502214,0.9601277081345203,0.9599118711064435,0.96013105312736
07107,0.970051551750662,0.15023278455443964,-0.09018815072978695,-0.09911363757399244,-0.08126266388558145,1.6639338953846445e-83,0.07396515259920555,0.04148583464389901,0.10644447055451209,8.23114471078294e-06,0.0037670271506213358,-0.0027000606433123303,0.010234114944555003,0.2535208559741318,0.0010655087042412206,0.0007183015398528986,0.0014127158686295426,1.937195594196036e-09,-0.013525666959522176,-0.02749040035655176,0.00043906643750740715,0.05764762758459038,0.027638383583078074,0.010858324883881363,0.04441844228227479,0.0012511144997154303,0.013107146787263213,-0.009574084287281952,0.03578837786180838,0.25729408388441505,0.9667638403123414,0.9696957892612632,0.9685882203775061,0.9697063184991509
07111,0.9497715627408212,0.14175300490602252,-0.027192920550492772,-0.03561461481761079,-0.018771226283374756,2.706493588539862e-10,0.08464372201941295,0.05399767541169349,0.11528976862713242,6.479182049889454e-08,-0.0004694743336100997,-0.006571532086849462,0.005632583419629263,0.8801107716867401,0.0004006462156002158,7.303690566887357e-05,0.0007282555255315581,0.016546181025135224,-0.016571119680549085,-0.029747623914371007,-0.0033946154467271623,0.013717832724774639,0.02305147485149911,0.007218554293146294,0.038884395409851925,0.004333481251225075,0.02186010435436108,0.0004590987794456519,0.04326110992927651,0.045285881419144844,0.949034432801878,0.9495184341126324,0.9494993050700409,0.949555461228057
09000,0.954073291419528,0.16356370879327486,-0.06435964506283487,-0.07407713605758387,-0.054642154068085876,8.160071207402568e-38,0.0860468477628692,0.050685473615398186,0.1214082219103402,1.899458395699793e-06,0.003931369421556728,-0.0031095761869845417,0.010972315030097999,0.2737193419758967,0.0009964200703008255,0.000618403436345864,0.001374436704255787,2.48057626475118e-07,-0.020706510075022444,-0.035910405772634116,-0.005502614377410769,0.007612607919257194,0.006048422485532667,-0.012220616744149645,0.02431746171521498,0.5163191228609639,0.011441047565770142,-0.013252805281013497,0.03613490041255378,0.3637471352776916,0.9516903035078392,0.9536931202897779,0.9532141505526839,0.9537082540665716
09122,0.9687609469771173,0.1564908983793444,-0.07694011709970602,-0.08623740503100039,-0.06764282916841166,1.9683999503124591e-57,0.07374988487819567,0.03991760478934146,0.10758216496704988,1.9658560377672197e-05,-0.002362726483833026,-0.009099208016624161,0.004373755048958108,0.49172333870893553,0.00022668679351928872,-0.00013498367168588766,0.0005883572587244651,0.21920886360364347,-0.012525454292643345,-0.02707190419976924,0.0020209956144825493,0.09145728046375405,0.005038422035256784,-0.012440628682490334,0.022517472753003902,0.5720125658609623,0.014194569472863731,-0.009431473522557701,0.037820612468285164,0.23890613760530316,0.9666741350323429,0.9687188798756863,0.9679308548431779,0.968728464886905
10009,0.9607574252205001,0.15830387279668184,0.05762218748827019,0.04821718885082858,0.0670271861257118,1.0771780252495559e-32,0.3372917011215445,0.3030674681528966,0.3715159340901924,1.0712482274271536e-79,-0.004471181782692908,-0.011285706631793794,0.0023433430664079784,0.19838983296244148,1.6060394149267077e-05,-0.0003498000866268728,0.000381920874925407,0.9314205357106483,-0.005052382138710676,-0.01976735521119518,0.00966259093377383,0.5008890876589587,0.00680603450808781,-0.010875514068121355,0.024487583084296976,0.45049803194582744,-0.017397529196974636,-0.04129728403108577,0.006502225637136497,0.1536122644616611,0.9593468052299747,0.9607070105723629,0.9601804365755472,0.9607137554753166
