station_id,0,1,2,3,4,5,6
05000,100.98793801399337,99.98517475260367,101.12369884431705,99.32682395155987,98.57636443752598,81.77990822073694,81.15216881015034
03000,101.05326494661237,101.49280026586882,100.00065520792933,99.87898673549746,97.57429284409199,81.67139538722698,82.05114298293236
09000,100.30798331607413,101.15360162227189,100.91629200807415,99.78360910931451,97.83851394426534,82.60408038414305,82.65708025240053
07111,100.18170816399675,100.31206446916828,99.70466321492887,101.35615247039979,98.44541168150626,81.27454364808307,82.3437266131266
05100,100.3485910431811,100.57530462397757,100.27305966580651,99.5601103546471,99.24293431238776,82.35317070529265,82.13481853158562
06000,99.14424146181369,101.14407043713192,100.77900914116799,100.79286232448683,98.13981663539958,82.17482827805668,81.90489831073087
02300,100.2918792267349,100.63259594920902,102.01587147002296,99.36217657690688,97.6974767771263,47.361486263917264,47.76908600841552
09122,100.32949637739523,101.48117350299262,101.47602907529334,99.88446121396689,96.82883983035195,47.67796557281516,47.78296249880877
07107,99.80380471698834,101.435643586611,100.26009024113903,100.44470231527815,98.05575913998345,46.94024218047239,48.210723893612496
06111,100.34308577954154,100.3119313659468,100.46321508619917,100.12623697983132,98.75553078848127,46.445070192477964,47.89753471780967
10009,102.12668327784284,99.49014562915781,98.86500521056125,98.32467127768545,101.19349460475257,125.98888011647284,129.50164567421868
07105,101.06411680904385,99.8458789253511,99.47219538440268,99.40257897769635,100.21522990350596,126.47440065886464,130.0442354661227
